,Entity,Code,Year,Life_satisfaction,Entity_Code,working_hours,Contintent
466,Thailand,THA,2010,6.300235271,THA,2349.356403093878,Asia
467,Thailand,THA,2011,6.231024742,THA,2357.5464636328084,Asia
468,Thailand,THA,2012,6.985463619,THA,2312.4298539987444,Asia
469,Thailand,THA,2013,6.201762676,THA,2273.493797207349,Asia
470,Thailand,THA,2014,6.07363987,THA,2247.321066183436,Asia
471,Thailand,THA,2015,5.938895226,THA,2186.460819588844,Asia
472,Thailand,THA,2016,6.011561871,THA,2207.7037514747585,Asia
473,Thailand,THA,2017,6.02215147,THA,2092.990099810993,Asia
474,Turkey,TUR,2010,5.309076309,TUR,1877.0,Asia
475,Turkey,TUR,2011,4.888177395,TUR,1864.0,Asia
476,Turkey,TUR,2012,5.579794407,TUR,1855.0,Asia
477,Turkey,TUR,2013,5.514465332,TUR,1832.0,Asia
478,Turkey,TUR,2014,5.326221943,TUR,1832.0,Asia
479,Turkey,TUR,2015,5.607262135,TUR,1832.0,Asia
480,Turkey,TUR,2016,5.185689449,TUR,1832.0,Asia
481,Turkey,TUR,2017,4.87207365,TUR,1832.0,Asia
482,United Kingdom,GBR,2010,6.880784035,GBR,1643.2078279761192,Europe
483,United Kingdom,GBR,2011,6.918055058,GBR,1639.8158470270866,Europe
484,United Kingdom,GBR,2012,6.758147717,GBR,1655.0190254907902,Europe
485,United Kingdom,GBR,2013,6.515445232,GBR,1665.97488620572,Europe
486,United Kingdom,GBR,2014,6.8242836,GBR,1672.4340318988084,Europe
487,United Kingdom,GBR,2015,7.103273392,GBR,1669.4651547479202,Europe
488,United Kingdom,GBR,2016,7.233445168,GBR,1667.6988989871943,Europe
489,United Kingdom,GBR,2017,7.157151222,GBR,1668.9490594877873,Europe
490,United States,USA,2010,7.026226997,USA,1735.0112060231488,North America
491,United States,USA,2011,7.249285221,USA,1744.9083649022216,North America
492,United States,USA,2012,7.151114464,USA,1746.8585644725867,North America
493,United States,USA,2013,6.863946915,USA,1752.5327760959776,North America
494,United States,USA,2014,6.803599834,USA,1758.2685169065576,North America
495,United States,USA,2015,6.9917593,USA,1770.023174104807,North America
496,United States,USA,2016,6.882684708,USA,1766.7441252679637,North America
497,United States,USA,2017,6.943701267,USA,1763.7266760204493,North America
498,Uruguay,URY,2010,6.449728489,URY,1597.606691982192,South America
499,Uruguay,URY,2011,6.444464684,URY,1592.4202750199863,South America
500,Uruguay,URY,2012,6.561443806,URY,1578.6353083900071,South America
501,Uruguay,URY,2013,6.628080368,URY,1571.7992866054162,South America
502,Uruguay,URY,2014,6.171485424,URY,1567.3373561572437,South America
503,Uruguay,URY,2015,6.336009979,URY,1556.428331055452,South America
504,Uruguay,URY,2016,6.371714592,URY,1532.5137404768675,South America
505,Uruguay,URY,2017,6.600337029,URY,1532.5137404768675,South America
506,Vietnam,VNM,2010,5.53456974,VNM,2299.998599289884,Asia
507,Vietnam,VNM,2011,5.022698879,VNM,2331.301528204968,Asia
508,Vietnam,VNM,2012,5.084923267,VNM,2310.5213408475142,Asia
509,Vietnam,VNM,2013,5.076315403,VNM,2267.4873033707863,Asia
510,Vietnam,VNM,2014,5.062267303,VNM,2150.638189195281,Asia
511,Vietnam,VNM,2015,5.175278664,VNM,2191.3704362258773,Asia
512,Vietnam,VNM,2016,5.295547009,VNM,2169.551503792949,Asia
513,Vietnam,VNM,2017,5.467451096,VNM,2131.968231765835,Asia
